,Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,0,0,2019-02-05,256.73999,258.559998,254.00999500000003,254.82000699999998,254.82000699999998,3042000,0.0
1,1,1,2019-02-06,255.059998,255.92999300000002,250.710007,254.350006,254.350006,2539100,2.0018478513422955
2,2,2,2019-02-07,251.330002,254.309998,250.27999900000003,253.74000499999997,253.74000499999997,2099300,2.00240403952069
3,3,3,2019-02-08,251.38999900000002,257.049988,250.63999900000002,257.0,257.0,2756800,1.9873151945525291
4,4,4,2019-02-11,258.890015,259.899994,256.190002,258.390015,258.390015,3538100,1.9946204771109284
5,5,5,2019-02-12,260.149994,262.25,258.670013,261.369995,261.369995,2518400,1.9885986147721353
6,6,6,2019-02-13,263.130005,263.359985,259.369995,260.230011,260.230011,1899700,2.00438067844527
7,7,7,2019-02-14,259.399994,261.709991,258.01001,260.140015,260.140015,1885000,2.000345952159648
8,8,8,2019-02-15,260.339996,260.97000099999997,258.070007,259.450012,259.450012,2999200,2.002659483399831
9,9,9,2019-02-19,258.980011,260.059998,256.450012,257.809998,257.809998,3475600,2.006361328159197
10,10,10,2019-02-20,258.130005,260.98999,255.919998,258.100006,258.100006,2484800,1.9988763735247648
11,11,11,2019-02-21,257.299988,259.350006,255.11999500000002,257.76001,257.76001,2607400,2.0013190409171697
12,12,12,2019-02-22,257.609985,260.23999,257.609985,258.899994,258.899994,2006000,1.9955968172019352
13,13,13,2019-02-25,261.5,262.980011,258.179993,258.619995,258.619995,1815800,2.00108266570804
14,14,14,2019-02-26,258.0,262.579987,256.369995,261.22000099999997,261.22000099999997,2538900,1.9900466809966821
15,15,15,2019-02-27,259.769989,263.079987,256.519989,262.899994,262.899994,2266800,1.9936097640230452
16,16,16,2019-02-28,262.399994,266.23999,261.76001,262.5,262.5,3810300,2.0015237866666666
17,17,17,2019-03-01,265.75,266.23999,261.5,264.01001,264.01001,2594000,1.9942804820165718
18,18,18,2019-03-04,266.700012,267.0,254.080002,258.160004,258.160004,2994900,2.0226603885549985
19,19,19,2019-03-05,259.0,259.869995,256.369995,257.380005,257.380005,2101800,2.003030534559202
20,20,20,2019-03-06,257.399994,259.48999,253.83999599999999,256.399994,256.399994,1950500,2.0038221958772744
21,21,21,2019-03-07,255.770004,257.48999,253.289993,255.460007,255.460007,3185200,2.0036795857443157
22,22,22,2019-03-08,251.49000499999997,255.020004,249.100006,254.74000499999997,254.74000499999997,2195400,2.002826419038502
23,23,23,2019-03-11,255.979996,261.459991,255.770004,260.959991,260.959991,2711700,1.976164982317155
24,24,24,2019-03-12,261.859985,264.75,259.01001,263.51001,263.51001,2583500,1.9903228761594294
25,25,25,2019-03-13,265.5,269.799988,264.130005,264.380005,264.380005,3992500,1.9967093010683616
26,26,26,2019-03-14,265.26001,268.0,263.519989,267.690002,267.690002,5113400,1.98763496217539
27,27,27,2019-03-15,258.02999900000003,260.0,252.02999900000003,257.089996,257.089996,12110500,2.041230721400766
28,28,28,2019-03-18,257.109985,259.959991,253.88999900000002,257.76001,257.76001,4013400,1.9974006285924646
29,29,29,2019-03-19,259.429993,260.640015,256.339996,260.420013,260.420013,4257300,1.9897857197326845
30,30,30,2019-03-20,260.540009,262.299988,256.170013,259.73999,259.73999,3732600,2.002618091268888
31,31,31,2019-03-21,259.0,264.339996,258.399994,264.179993,264.179993,2359900,1.983193265509701
32,32,32,2019-03-22,263.47000099999997,264.640015,259.519989,259.690002,259.690002,3454000,2.0172898107952575
33,33,33,2019-03-25,259.209991,263.119995,257.100006,262.269989,262.269989,2639300,1.9901628584732962
34,34,34,2019-03-26,265.049988,267.73999,263.839996,265.589996,265.589996,3150100,1.9874995028050684
35,35,35,2019-03-27,265.52999900000003,265.97000099999997,259.040009,262.339996,262.339996,2521900,2.0123885036576734
36,36,36,2019-03-28,263.5,265.170013,260.880005,263.52999900000003,263.52999900000003,2018000,1.995484373678459
37,37,37,2019-03-29,265.47000099999997,266.75,264.200012,266.48999,266.48999,2097400,1.9888926747304845
38,38,38,2019-04-01,269.850006,272.390015,268.190002,272.170013,272.170013,2970100,1.9791306068681416
39,39,39,2019-04-02,272.890015,273.0,267.630005,271.350006,271.350006,1877800,2.003021953130158
40,40,40,2019-04-03,273.709991,274.179993,270.980011,271.5,271.5,2432800,1.9994475359116022
41,41,41,2019-04-04,270.980011,271.47000099999997,263.72000099999997,267.890015,267.890015,2947400,2.0134756235688736
42,42,42,2019-04-05,269.440002,269.940002,266.589996,267.450012,267.450012,1970500,2.001645178464228
43,43,43,2019-04-08,266.959991,269.089996,264.700012,268.809998,268.809998,1796800,1.9949407164535597
44,44,44,2019-04-09,267.119995,269.98999,266.799988,268.98999,268.98999,1605900,1.9993308598583912
45,45,45,2019-04-10,269.47000099999997,272.160004,269.01001,271.579987,271.579987,1469700,1.9904632258488177
46,46,46,2019-04-11,271.950012,272.920013,270.769989,271.899994,271.899994,2085600,1.9988230709560073
47,47,47,2019-04-12,273.01001,273.51001,270.820007,271.859985,271.859985,1681100,2.0001471676679445
48,48,48,2019-04-15,271.859985,273.709991,270.619995,272.22000099999997,272.22000099999997,1462300,1.9986774814536865
49,49,49,2019-04-16,273.070007,273.390015,269.640015,271.429993,271.429993,1638400,2.0029105405459005
50,50,50,2019-04-17,272.170013,272.670013,268.440002,269.450012,269.450012,2391500,2.007348231255599
51,51,51,2019-04-18,270.089996,270.820007,266.640015,270.570007,270.570007,2028900,1.9958606091916171
52,52,52,2019-04-22,269.820007,272.320007,269.200012,272.209991,272.209991,1364700,1.9939752982835959
53,53,53,2019-04-23,272.540009,278.890015,271.589996,278.48999,278.48999,2693600,1.9774498214460061
54,54,54,2019-04-24,279.22000099999997,280.170013,275.25,275.450012,275.450012,1867600,2.0110364054004832
55,55,55,2019-04-25,278.399994,279.519989,274.380005,277.660004,277.660004,1747200,1.9920406541519753
56,56,56,2019-04-26,278.179993,282.0,275.790009,281.959991,281.959991,2114000,1.9847496554927895
57,57,57,2019-04-29,286.459991,291.709991,285.380005,286.140015,286.140015,5592400,1.9853916831590297
58,58,58,2019-04-30,286.100006,289.769989,285.25,289.25,289.25,3068000,1.989248107173725
59,59,59,2019-05-01,291.0,291.0,283.190002,283.350006,283.350006,2056200,2.0208222829541778
60,60,60,2019-05-02,283.140015,284.589996,278.149994,279.640015,279.640015,2482300,2.013267024749659
61,61,61,2019-05-03,282.559998,286.350006,282.390015,285.579987,285.579987,1979500,1.9792003212045808
62,62,62,2019-05-06,277.600006,284.22000099999997,275.809998,283.660004,283.660004,1994500,2.0067686066873214
63,63,63,2019-05-07,278.820007,280.649994,273.670013,277.070007,277.070007,2568000,2.023784591740383
64,64,64,2019-05-08,275.829987,278.369995,274.160004,276.769989,276.769989,2610800,2.0010839975861687
65,65,65,2019-05-09,274.160004,277.119995,270.799988,275.790009,275.790009,1866800,2.003553355698248
66,66,66,2019-05-10,273.579987,279.5,270.320007,278.480011,278.480011,2097500,1.9903404126194175
67,67,67,2019-05-13,270.570007,274.190002,267.22000099999997,267.700012,267.700012,2698300,2.0402689522479363
68,68,68,2019-05-14,269.429993,274.230011,269.290009,271.859985,271.859985,2046600,1.9846981047983214
69,69,69,2019-05-15,269.820007,276.950012,269.5,276.820007,276.820007,2708600,1.9820821404718771
70,70,70,2019-05-16,278.630005,285.869995,278.399994,283.549988,283.549988,3413100,1.976265274960971
71,71,71,2019-05-17,281.679993,284.410004,279.070007,279.850006,279.850006,2223500,2.013221303986679
72,72,72,2019-05-20,276.100006,277.890015,273.399994,275.450012,275.450012,2392000,2.015973838476362
73,73,73,2019-05-21,278.209991,280.0,277.049988,278.070007,278.070007,1793500,1.9905779302548083
74,74,74,2019-05-22,277.420013,282.73999,277.26001,281.820007,281.820007,1570500,1.9866936345651287
75,75,75,2019-05-23,278.290009,278.429993,271.690002,274.25,274.25,2706400,2.027602577939836
76,76,76,2019-05-24,273.540009,277.480011,273.540009,274.769989,274.769989,1878300,1.9981075480554027
77,77,77,2019-05-28,276.48999,281.450012,275.369995,278.25,278.25,2475800,1.9874932219227315
78,78,78,2019-05-29,275.290009,276.799988,272.27999900000003,273.380005,273.380005,1806000,2.017814013135306
79,79,79,2019-05-30,274.429993,275.089996,272.429993,274.51001,274.51001,1601100,1.9958835563045585
80,80,80,2019-05-31,271.27999900000003,272.910004,268.75,270.899994,270.899994,2526600,2.0133260098927876
81,81,81,2019-06-03,270.51001,272.809998,257.52999900000003,259.02999900000003,259.02999900000003,3903400,2.04582478881143
82,82,82,2019-06-04,263.269989,268.929993,257.459991,268.709991,268.709991,3750800,1.963976062207527
83,83,83,2019-06-05,272.77999900000003,273.209991,268.390015,272.859985,272.859985,2650400,1.984790756328745
84,84,84,2019-06-06,273.72000099999997,275.76001,271.049988,274.799988,274.799988,2211800,1.9929403090075828
85,85,85,2019-06-07,275.869995,282.369995,275.51001,278.160004,278.160004,2758900,1.9879205638780477
86,86,86,2019-06-10,280.980011,284.980011,280.200012,280.339996,280.339996,2487700,1.9922237567557075
87,87,87,2019-06-11,283.910004,284.890015,272.02999900000003,275.98999,275.98999,2969300,2.0157614629429133
88,88,88,2019-06-12,276.130005,277.559998,274.579987,276.839996,276.839996,1313700,1.9969296127283573
89,89,89,2019-06-13,278.589996,278.959991,275.920013,276.299988,276.299988,1696400,2.0019544264330547
90,90,90,2019-06-14,275.910004,277.100006,274.0,274.27999900000003,274.27999900000003,2262800,2.007364696687198
91,91,91,2019-06-17,274.630005,277.47000099999997,274.630005,275.600006,275.600006,2254200,1.9952104246325741
92,92,92,2019-06-18,280.369995,280.48999,276.619995,276.77999900000003,276.77999900000003,4529300,1.9957367114521882
93,93,93,2019-06-19,287.0,292.0,284.339996,291.209991,291.209991,9738600,1.9504481561554665
94,94,94,2019-06-20,293.25,302.660004,293.25,302.109985,302.109985,5632500,1.9639204444037162
95,95,95,2019-06-21,301.459991,304.0,299.089996,299.329987,299.329987,4015500,2.009287402267518
96,96,96,2019-06-24,300.0,302.579987,298.690002,299.869995,299.869995,2868900,1.9981991929536
97,97,97,2019-06-25,299.209991,300.649994,287.0,287.97000099999997,287.97000099999997,4638500,2.041323728022628
98,98,98,2019-06-26,291.26001,292.76001,288.700012,288.72000099999997,288.72000099999997,2896800,1.9974023275235442
